"Year","State","State ANSI","ORGANIC","Category","Chemical_Genre","Amount","Value"
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(FOSETYL-AL = 123301)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(ISOFETAMID = 270000)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(MEFENOXAM = 113502)",0.727
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(MYCLOBUTANIL = 128857)",0.546
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PENTHIOPYRAD = 90112)",0.49
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)",0.109
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PROPICONAZOLE = 122101)",0.174
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PYRACLOSTROBIN = 99100)",0.355
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PYRIMETHANIL = 288201)",1.036
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(QUINOLINE = 55459)",0.193
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(SULFUR = 77501)",38.761
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(TETRACONAZOLE = 120603)",0.059
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(THIOPHANATE-METHYL = 102001)",1.667
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(THIRAM = 79801)",8.873
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(TRIFLOXYSTROBIN = 129112)",0.39
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(FLUMIOXAZIN = 129034)",0.315
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(OXYFLUORFEN = 111601)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(PENDIMETHALIN = 108501)",5.892
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(ABAMECTIN = 122804)",0.025
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(ACEQUINOCYL = 6329)",0.65
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(ACETAMIPRID = 99050)",0.181
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(AZADIRACHTIN = 121701)",0.114
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BEAUVERIA BASSIANA = 128924)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BIFENAZATE = 586)",1.094
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BIFENTHRIN = 128825)",0.178
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BT KURSTAK ABTS-1857 = 6523)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BT KURSTAKI SA-11 = 6519)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(CANOLA OIL = 11332)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",0.158
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(CYANTRANILIPROLE = 90098)",0.241
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(CYFLUMETOFEN = 138831)",0.397
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(ETOXAZOLE = 107091)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(FENBUTATIN-OXIDE = 104601)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(FENPROPATHRIN = 127901)",0.327
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(FENPYROXIMATE = 129131)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(FLONICAMID = 128016)",0.197
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(FLUPYRADIFURONE = 122304)",0.317
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(HEXYTHIAZOX = 128849)",0.227
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(IMIDACLOPRID = 129099)",0.496
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(LAMBDA-CYHALOTHRIN = 128897)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(MALATHION = 57701)",2.398
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(METHOXYFENOZIDE = 121027)",0.276
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(NALED = 34401)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(NEEM OIL = 25006)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(NEEM OIL, CLAR. HYD. = 25007)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(NOVALURON = 124002)",0.232
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(PIPERONYL BUTOXIDE = 67501)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(PYRETHRINS = 69001)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(PYRIDABEN = 129105)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(SPINETORAM = 110007)",0.125
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(SPINOSAD = 110003)",0.173
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(THIAMETHOXAM = 60109)",0.092
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(ACIBENZOLAR-S-METHYL = 61402)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(CAPSICUM OLEORESIN EXTRACT = 70704)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(CHLOROPICRIN = 81501)",442.413
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(DICHLOROPROPENE = 29001)",131.091
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(FLUTRIAFOL = 128940)",0.218
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(GARLIC OIL = 128827)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(HYDROGEN PEROXIDE = 595)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(IRON PHOSPHATE = 34903)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(METALDEHYDE = 53001)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(METAM-POTASSIUM = 39002)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(METAM-SODIUM = 39003)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(PEROXYACETIC ACID = 63201)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA
2023,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(REYNOUTRIA SACHALINE = 55809)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(OXATHIAPIPROLIN = 128111)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PYRIOFENONE = 28828)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(ZOXAMIDE = 101702)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(METSULFURON-METHYL = 122010)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(PENOXSULAM = 119031)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(S-METOLACHLOR = 108800)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BETA-CYFLUTHRIN = 118831)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(OXAMYL = 103801)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(CUPRAMMONIUM ACETATE = 36011)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(DODECADIEN-1-OL = 129028)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(FLUENSULFONE = 50410)",NA
2023,"FLORIDA","12",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(GIBBERELLIC ACID = 43801)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(AZOXYSTROBIN = 128810)",0.214
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(BACILLUS AMYLOLIQUEFAC F727 = 16489)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(BOSCALID = 128008)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(CAPTAN = 81301)",10.509
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(CHLOROTHALONIL = 81901)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(COPPER HYDROXIDE = 23401)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(CYFLUFENAMID = 555550)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(CYMOXANIL = 129106)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(CYPRODINIL = 288202)",0.756
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(DIFENOCONAZOLE = 128847)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(FAMOXADONE = 113202)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(FENHEXAMID = 90209)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(FLUDIOXONIL = 71503)",0.47
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(FLUOPYRAM = 80302)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(FLUXAPYROXAD = 138009)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(FOSETYL-AL = 123301)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(IPRODIONE = 109801)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(ISOFETAMID = 270000)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(MANCOZEB = 14504)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(MEFENOXAM = 113502)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PENTHIOPYRAD = 90112)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PROPICONAZOLE = 122101)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PYRACLOSTROBIN = 99100)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(PYRIMETHANIL = 288201)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(SULFUR = 77501)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(TETRACONAZOLE = 120603)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(THIOPHANATE-METHYL = 102001)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(THIRAM = 79801)",12.456
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(2,4-D, DIMETH. SALT = 30019)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(CLETHODIM = 121011)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(FLUMIOXAZIN = 129034)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","HERBICIDE","(PARAQUAT = 61601)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(ABAMECTIN = 122804)",0.033
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(ACETAMIPRID = 99050)",0.179
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BIFENAZATE = 586)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BIFENTHRIN = 128825)",0.136
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",0.06
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(CYANTRANILIPROLE = 90098)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(DIAZINON = 57801)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(FENPROPATHRIN = 127901)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(FLUPYRADIFURONE = 122304)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(HEXYTHIAZOX = 128849)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(IMIDACLOPRID = 129099)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(LAMBDA-CYHALOTHRIN = 128897)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(MALATHION = 57701)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(METHOMYL = 90301)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(NALED = 34401)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(NOVALURON = 124002)",0.18
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(PIPERONYL BUTOXIDE = 67501)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(PYRETHRINS = 69001)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(SPINETORAM = 110007)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(SPINOSAD = 110003)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(SULFOXAFLOR = 5210)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","(THIAMETHOXAM = 60109)",0.064
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(CYTOKININS = 116801)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(FLUTRIAFOL = 128940)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(INDOLEBUTYRIC ACID = 46701)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(METAM-POTASSIUM = 39002)",NA
2023,"FLORIDA","12","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA
2021,"CALIFORNIA","06","BEARING","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","(AZOXYSTROBIN = 128810)",0.26
